"","SHELFMARK","MID","Run","BB","SP","BD","CL","INC","BBID","BBNF","BBF1T","BBF1ID","BBF2T","BBF2ID","BBF3T","BBF3ID","BBF4T","BBF4ID","SPID","SPNF","SPF1T","SPF1ID","SPF2T","SPF2ID","SPF3T","SPF3ID","SPF4T","SPF4ID","SPF5T","SPF5ID","SPF6T","SPF6ID","SPF7T","SPF7ID","SPF8T","SPF8ID","BD1ID","BD2ID","CLP1","CLP1CSR","CLP2","CLP2CSR","BD1BDCLC1ID","BD2BDCLC1ID","BD2CSR1ID","BD1BDCLC2ID","BD2BDCLC2ID","BD2CSR2ID","SR","AR","SIR","VSR","KCR"
"2831","Massila0222","MID1209022164",1,2,0,9,0,22164,"CID1045731",4,"v-shaped recesses",NA,"v-shaped recesses",NA,"knife-cut recesses","FID10054805","knife-cut recesses","FID10054806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045732","CID1045733",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
"2832","Massila0224","MID1239922165",1,2,3,9,9,22165,"CID1045735",2,"v-shaped recesses","FID10054807","v-shaped recesses","FID10054808",NA,NA,NA,NA,"CID1045734",8,"v-shaped recesses","FID10054807","v-shaped recesses","FID10054808","sewing recesses","FID10054809","sewing recesses","FID10054810","sewing recesses","FID10054811","sewing recesses","FID10054812","sewing recesses","FID10054813","sewing recesses","FID10054814","CID1045736","CID1045737",TRUE,FALSE,TRUE,FALSE,"CID1045738","CID1045738",NA,"CID1045739","CID1045739",NA,TRUE,FALSE,FALSE,TRUE,FALSE
"2833","Massila0237","MID1239322177",1,2,3,9,3,22177,"CID1045785",4,"v-shaped recesses","FID10054863","v-shaped recesses","FID10054864","knife-cut recesses","FID10054865","knife-cut recesses","FID10054866","CID1045784",2,"v-shaped recesses","FID10054863","v-shaped recesses","FID10054864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045786","CID1045787",TRUE,FALSE,FALSE,FALSE,"CID1045788","CID1045788",NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
"2834","Massila0242","MID1239222181",1,2,3,9,2,22181,"CID1045802",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045801",6,"adhesive recesses","FID10054887","adhesive recesses","FID10054888","sewing recesses","FID10054889","sewing recesses","FID10054890","sewing recesses","FID10054891","sewing recesses","FID10054892",NA,NA,NA,NA,"CID1045803","CID1045804",TRUE,FALSE,FALSE,FALSE,"CID1045805","CID1045805",NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"2835","Massila0245","MID1230022183",1,2,3,0,0,22183,"CID1045811",2,"knife-cut recesses","FID10054903","knife-cut recesses","FID10054904",NA,NA,NA,NA,"CID1045810",6,"adhesive recesses","FID10054897","adhesive recesses","FID10054898","sewing recesses","FID10054899","sewing recesses","FID10054900","sewing recesses","FID10054901","sewing recesses","FID10054902",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE
"2836","Massila0249","MID1237022187",1,2,3,7,0,22187,"CID1045825",4,"sawn-in recesses","FID10054921","sawn-in recesses","FID10054922","knife-cut recesses","FID10054923","knife-cut recesses","FID10054924","CID1045824",2,"sawn-in recesses","FID10054921","sawn-in recesses","FID10054922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045826","CID1045827",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE
"2837","Massila0252","MID1209022189",1,2,0,9,0,22189,"CID1045832",2,"knife-cut recesses","FID10054933","knife-cut recesses","FID10054934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045833","CID1045834",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE
"2838","Massila0254","MID1234022191",1,2,3,4,0,22191,"CID1045840",2,"knife-cut recesses","FID10054943","knife-cut recesses","FID10054944",NA,NA,NA,NA,"CID1045839",6,"sewing recesses","FID10054937","sewing recesses","FID10054938","sewing recesses","FID10054939","sewing recesses","FID10054940","sewing recesses","FID10054941","sewing recesses","FID10054942",NA,NA,NA,NA,"CID1045841",NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE
"2839","Massila0256","MID1209022192",1,2,0,9,0,22192,"CID1045842",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045843","CID1045844",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"2840","Massila0264","MID1230022198",1,2,3,0,0,22198,"CID1045866",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045865",4,"sewing recesses","FID10054970","sewing recesses","FID10054971","sewing recesses","FID10054972","sewing recesses","FID10054973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"2841","Massila0265","MID1230022199",1,2,3,0,0,22199,"CID1045868",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045867",6,"adhesive recesses","FID10054974","adhesive recesses","FID10054975","sewing recesses","FID10054976","sewing recesses","FID10054977","sewing recesses","FID10054978","sewing recesses","FID10054979",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"2842","Massila0286","MID1209022214",1,2,0,9,0,22214,"CID1045925",2,"knife-cut recesses","FID10055046","knife-cut recesses","FID10055047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045926","CID1045927",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE
"2843","Massila0289","MID1230022216",1,2,3,0,0,22216,"CID1045933",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045932",4,"sewing recesses","FID10055050","sewing recesses","FID10055051","sewing recesses","FID10055052","sewing recesses","FID10055053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"2844","Massila0290","MID1210022217",1,2,1,0,0,22217,"CID1045934",2,"knife-cut recesses","FID10055054","knife-cut recesses","FID10055055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE
"2845","Massila0291","MID1209022218",1,2,0,9,0,22218,"CID1045935",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045936","CID1045937",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"2846","Massila0299","MID1230022224",1,2,3,0,0,22224,"CID1045959",2,"v-shaped recesses","FID10055084","v-shaped recesses","FID10055085",NA,NA,NA,NA,"CID1045958",2,"v-shaped recesses","FID10055084","v-shaped recesses","FID10055085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
"2847","Massila0301","MID1235022225",1,2,3,5,0,22225,"CID1045961",2,"knife-cut recesses","FID10055086","knife-cut recesses","FID10055087",NA,NA,NA,NA,"CID1045960",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045962",NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE
"2848","Massila0304","MID1239322228",1,2,3,9,3,22228,"CID1045972",2,"knife-cut recesses","FID10055098","knife-cut recesses","FID10055099",NA,NA,NA,NA,"CID1045971",4,"sewing recesses","FID10055094","sewing recesses","FID10055095","sewing recesses","FID10055096","sewing recesses","FID10055097",NA,NA,NA,NA,NA,NA,NA,NA,"CID1045973","CID1045974",TRUE,FALSE,FALSE,FALSE,"CID1045975","CID1045975",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE
"2849","Massila0314","MID1230022236",1,2,3,0,0,22236,"CID1046005",2,"knife-cut recesses","FID10055138","knife-cut recesses","FID10055139",NA,NA,NA,NA,"CID1046004",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE
"2850","Massila0337","MID1019022256",1,0,1,9,0,22256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046082","CID1046083",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"2851","Massila0348","MID1239322265",1,2,3,9,3,22265,"CID1046117",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046116",6,"sewing recesses","FID10055255","sewing recesses","FID10055256","sewing recesses","FID10055257","sewing recesses","FID10055258","sewing recesses","FID10055259","sewing recesses","FID10055260",NA,NA,NA,NA,"CID1046118","CID1046119",TRUE,FALSE,FALSE,FALSE,"CID1046120","CID1046120",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"2852","Massila0349","MID1230022266",1,2,3,0,0,22266,"CID1046122",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046121",4,"sewing recesses","FID10055261","sewing recesses","FID10055262","sewing recesses","FID10055263","sewing recesses","FID10055264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"2853","Massila0355","MID1200022269",1,2,0,0,0,22269,"CID1046131",4,"sawn-in recesses",NA,"sawn-in recesses",NA,"knife-cut recesses","FID10055277","knife-cut recesses","FID10055278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE
"2854","Massila0369","MID1209022279",1,2,0,9,0,22279,"CID1046168",2,"knife-cut recesses","FID10055319","knife-cut recesses","FID10055320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046169","CID1046170",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE
"2855","Massila0374","MID1239322283",1,2,3,9,3,22283,"CID1046184",2,"knife-cut recesses","FID10055341","knife-cut recesses","FID10055342",NA,NA,NA,NA,"CID1046183",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046185","CID1046186",TRUE,FALSE,FALSE,FALSE,"CID1046187","CID1046187",NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE
"2856","Massila0375","MID1239322284",1,2,3,9,3,22284,"CID1046189",2,"v-shaped recesses","FID10055343","v-shaped recesses","FID10055344",NA,NA,NA,NA,"CID1046188",2,"v-shaped recesses","FID10055343","v-shaped recesses","FID10055344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046190","CID1046191",TRUE,FALSE,FALSE,FALSE,"CID1046192","CID1046192",NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
"2857","Massila0380","MID1239322289",1,2,3,9,3,22289,"CID1046210",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046209",4,"sewing recesses","FID10055367","sewing recesses","FID10055368","sewing recesses","FID10055369","sewing recesses","FID10055370",NA,NA,NA,NA,NA,NA,NA,NA,"CID1046211","CID1046212",TRUE,FALSE,FALSE,FALSE,"CID1046213","CID1046213",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"2858","Massila0387","MID1229022296",1,2,2,9,0,22296,"CID1046239",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046238",4,"sewing recesses","FID10055405","sewing recesses","FID10055406","sewing recesses","FID10055407","sewing recesses","FID10055408",NA,NA,NA,NA,NA,NA,NA,NA,"CID1046240","CID1046241",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"2859","Massila0388","MID1239322297",1,2,3,9,3,22297,"CID1046243",2,"knife-cut recesses","FID10055413","knife-cut recesses","FID10055414",NA,NA,NA,NA,"CID1046242",4,"sewing recesses","FID10055409","sewing recesses","FID10055410","sewing recesses","FID10055411","sewing recesses","FID10055412",NA,NA,NA,NA,NA,NA,NA,NA,"CID1046244","CID1046245",TRUE,FALSE,FALSE,FALSE,"CID1046246","CID1046246",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE
"2860","Massila0389","MID1238022298",1,2,3,8,0,22298,"CID1046248",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046247",4,"sewing recesses","FID10055415","sewing recesses","FID10055416","sewing recesses","FID10055417","sewing recesses","FID10055418",NA,NA,NA,NA,NA,NA,NA,NA,"CID1046249","CID1046250",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"2861","Massila0393","MID1230022302",1,2,3,0,0,22302,"CID1046264",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046263",4,"sewing recesses","FID10055438","sewing recesses","FID10055439","sewing recesses","FID10055440","sewing recesses","FID10055441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"2862","Massila0394","MID1209022303",1,2,0,9,0,22303,"CID1046265",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046266","CID1046267",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"2863","Massila0399","MID1232022306",1,2,3,2,0,22306,"CID1046277",4,"v-shaped recesses","FID10055448","v-shaped recesses","FID10055449","knife-cut recesses","FID10055450","knife-cut recesses","FID10055451","CID1046276",2,"v-shaped recesses","FID10055448","v-shaped recesses","FID10055449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046278",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
"2864","Massila0406","MID1219022311",1,2,1,9,0,22311,"CID1046295",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046296","CID1046297",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"2865","Massila0420","MID1230022321",1,2,3,0,0,22321,"CID1046335",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046334",4,"sewing recesses","FID10055524","sewing recesses","FID10055525","sewing recesses","FID10055526","sewing recesses","FID10055527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"2866","Massila0442","MID1231022337",1,2,3,1,0,22337,"CID1046397",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046396",6,"adhesive recesses","FID10055590","adhesive recesses","FID10055591","sewing recesses","FID10055592","sewing recesses","FID10055593","sewing recesses","FID10055594","sewing recesses","FID10055595",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"2867","Massila0446","MID1230022341",1,2,3,0,0,22341,"CID1046411",2,"knife-cut recesses","FID10055616","knife-cut recesses","FID10055617",NA,NA,NA,NA,"CID1046410",4,"sewing recesses","FID10055612","sewing recesses","FID10055613","sewing recesses","FID10055614","sewing recesses","FID10055615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE
"2868","Massila0453","MID1230022346",1,2,3,0,0,22346,"CID1046429",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046428",4,"sewing recesses","FID10055638","sewing recesses","FID10055639","sewing recesses","FID10055640","sewing recesses","FID10055641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"2869","Massila0459","MID1230022351",1,2,3,0,0,22351,"CID1046447",2,"knife-cut recesses","FID10055662","knife-cut recesses","FID10055663",NA,NA,NA,NA,"CID1046446",6,"adhesive recesses","FID10055656","adhesive recesses","FID10055657","sewing recesses","FID10055658","sewing recesses","FID10055659","sewing recesses","FID10055660","sewing recesses","FID10055661",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE
"2870","Massila0461","MID1230022352",1,2,3,0,0,22352,"CID1046449",2,"knife-cut recesses","FID10055668","knife-cut recesses","FID10055669",NA,NA,NA,NA,"CID1046448",4,"sewing recesses","FID10055664","sewing recesses","FID10055665","sewing recesses","FID10055666","sewing recesses","FID10055667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE
"2871","Massila0462","MID1230022353",1,2,3,0,0,22353,"CID1046451",2,"knife-cut recesses","FID10055674","knife-cut recesses","FID10055675",NA,NA,NA,NA,"CID1046450",4,"sewing recesses","FID10055670","sewing recesses","FID10055671","sewing recesses","FID10055672","sewing recesses","FID10055673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE
"2872","Massila0463","MID1239322354",1,2,3,9,3,22354,"CID1046453",2,"v-shaped recesses","FID10055676","v-shaped recesses","FID10055677",NA,NA,NA,NA,"CID1046452",2,"v-shaped recesses","FID10055676","v-shaped recesses","FID10055677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046454","CID1046455",TRUE,TRUE,FALSE,FALSE,"CID1046456","CID1046456","FID10055678",NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
"2873","Massila0466","MID1239922357",1,2,3,9,9,22357,"CID1046466",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046465",2,"adhesive recesses","FID10055683","adhesive recesses","FID10055684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046467","CID1046468",TRUE,FALSE,TRUE,FALSE,"CID1046469","CID1046469",NA,"CID1046470","CID1046470",NA,FALSE,TRUE,FALSE,FALSE,FALSE
"2874","Massila0470","MID1239922361",1,2,3,9,9,22361,"CID1046484",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046483",6,"adhesive recesses","FID10055692","adhesive recesses","FID10055693","sewing recesses","FID10055694","sewing recesses","FID10055695","sewing recesses","FID10055696","sewing recesses","FID10055697",NA,NA,NA,NA,"CID1046485","CID1046486",TRUE,FALSE,TRUE,FALSE,"CID1046487","CID1046487",NA,"CID1046488","CID1046488",NA,TRUE,TRUE,FALSE,FALSE,FALSE
"2875","Massila0472","MID1230022362",1,2,3,0,0,22362,"CID1046490",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046489",4,"sewing recesses","FID10055698","sewing recesses","FID10055699","sewing recesses","FID10055700","sewing recesses","FID10055701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"2876","Massila0478","MID1239322366",1,2,3,9,3,22366,"CID1046504",2,"v-shaped recesses","FID10055712","v-shaped recesses","FID10055713",NA,NA,NA,NA,"CID1046503",4,"v-shaped recesses","FID10055712","v-shaped recesses","FID10055713","adhesive recesses","FID10055714","adhesive recesses","FID10055715",NA,NA,NA,NA,NA,NA,NA,NA,"CID1046505","CID1046506",TRUE,FALSE,FALSE,FALSE,"CID1046507","CID1046507",NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE
"2877","Massila0480","MID1230022367",1,2,3,0,0,22367,"CID1046509",4,"v-shaped recesses","FID10055716","v-shaped recesses","FID10055717","knife-cut recesses","FID10055718","knife-cut recesses","FID10055719","CID1046508",2,"v-shaped recesses","FID10055716","v-shaped recesses","FID10055717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
"2878","Massila0495","MID1230022379",1,2,3,0,0,22379,"CID1046555",2,"v-shaped recesses","FID10055772","v-shaped recesses","FID10055773",NA,NA,NA,NA,"CID1046554",6,"v-shaped recesses","FID10055772","v-shaped recesses","FID10055773","sewing recesses","FID10055774","sewing recesses","FID10055775","sewing recesses","FID10055776","sewing recesses","FID10055777",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE
"2879","Massila0497","MID1230022381",1,2,3,0,0,22381,"CID1046561",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046560",6,"adhesive recesses","FID10055786","adhesive recesses","FID10055787","sewing recesses","FID10055788","sewing recesses","FID10055789","sewing recesses","FID10055790","sewing recesses","FID10055791",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"2880","Massila0499","MID1209022382",1,2,0,9,0,22382,"CID1046562",2,"knife-cut recesses","FID10055792","knife-cut recesses","FID10055793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046563","CID1046564",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE
"2881","Massila0501","MID1230022384",1,2,3,0,0,22384,"CID1046570",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046569",4,"sewing recesses","FID10055796","sewing recesses","FID10055797","sewing recesses","FID10055798","sewing recesses","FID10055799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"2882","Massila0502","MID1209022385",1,2,0,9,0,22385,"CID1046571",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046572","CID1046573",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"2883","Massila0503","MID1209022386",1,2,0,9,0,22386,"CID1046574",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046575","CID1046576",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"2884","Massila0508","MID1209922391",1,2,0,9,9,22391,"CID1046593",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046594","CID1046595",TRUE,FALSE,TRUE,FALSE,"CID1046596","CID1046596",NA,"CID1046597","CID1046597",NA,FALSE,FALSE,FALSE,FALSE,FALSE
"2885","Massila0513","MID1209022395",1,2,0,9,0,22395,"CID1046610",2,"v-shaped recesses",NA,"v-shaped recesses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046611","CID1046612",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
"2886","Massila0521","MID1234022400",1,2,3,4,0,22400,"CID1046630",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046629",3,"adhesive recesses","FID10055861","adhesive recesses","FID10055862","adhesive recesses","FID10055863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046631",NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"2887","Massila0522","MID1231022401",1,2,3,1,0,22401,"CID1046633",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046632",6,"sewing recesses","FID10055864","sewing recesses","FID10055865","sewing recesses","FID10055866","sewing recesses","FID10055867","sewing recesses","FID10055868","sewing recesses","FID10055869",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"2888","Massila0527","MID1230022405",1,2,3,0,0,22405,"CID1046647",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046646",3,"adhesive recesses","FID10055880","adhesive recesses","FID10055881","adhesive recesses","FID10055882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"2889","Massila0533","MID1232022409",1,2,3,2,0,22409,"CID1046661",2,"v-shaped recesses","FID10055901","v-shaped recesses","FID10055902",NA,NA,NA,NA,"CID1046660",2,"v-shaped recesses","FID10055901","v-shaped recesses","FID10055902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1046662",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
"2890","Massila0542","MID1230022416",1,2,3,0,0,22416,"CID1046688",2,"knife-cut recesses","FID10055941","knife-cut recesses","FID10055942",NA,NA,NA,NA,"CID1046687",4,"sewing recesses","FID10055937","sewing recesses","FID10055938","sewing recesses","FID10055939","sewing recesses","FID10055940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE
