"","SHELFMARK","MID","Run","BB","SP","BD","CL","INC","BBID","BBNF","BBF1T","BBF1ID","BBF2T","BBF2ID","BBF3T","BBF3ID","BBF4T","BBF4ID","SPID","SPNF","SPF1T","SPF1ID","SPF2T","SPF2ID","SPF3T","SPF3ID","SPF4T","SPF4ID","SPF5T","SPF5ID","SPF6T","SPF6ID","SPF7T","SPF7ID","SPF8T","SPF8ID","BD1ID","BD2ID","CLP1","CLP1CSR","CLP2","CLP2CSR","BD1BDCLC1ID","BD2BDCLC1ID","BD2CSR1ID","BD1BDCLC2ID","BD2BDCLC2ID","BD2CSR2ID","SR","AR","SIR","VSR","KCR"
"2773","Eturia1287","MID1230021960",1,2,3,0,0,21960,"CID1044976",4,"sawn-in recesses","FID10053902","sawn-in recesses","FID10053903","knife-cut recesses","FID10053904","knife-cut recesses","FID10053905","CID1044975",2,"sawn-in recesses","FID10053902","sawn-in recesses","FID10053903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE
"2774","Eturia1289","MID1233021961",1,2,3,3,0,21961,"CID1044978",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1044977",6,"sewing recesses","FID10053906","sewing recesses","FID10053907","sewing recesses","FID10053908","sewing recesses","FID10053909","sewing recesses","FID10053910","sewing recesses","FID10053911",NA,NA,NA,NA,NA,"CID1044979",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"2775","Eturia1297","MID1230021967",1,2,3,0,0,21967,"CID1045001",2,"sawn-in recesses","FID10053943","sawn-in recesses","FID10053944",NA,NA,NA,NA,"CID1045000",2,"sawn-in recesses","FID10053943","sawn-in recesses","FID10053944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
"2776","Eturia1301","MID1209021971",1,2,0,9,0,21971,"CID1045014",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045015","CID1045016",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"2777","Eturia1302","MID1209021972",1,2,0,9,0,21972,"CID1045017",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045018","CID1045019",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"2778","Eturia1306","MID1230021976",1,2,3,0,0,21976,"CID1045033",2,"knife-cut recesses","FID10053974","knife-cut recesses","FID10053975",NA,NA,NA,NA,"CID1045032",6,"sewing recesses","FID10053968","sewing recesses","FID10053969","sewing recesses","FID10053970","sewing recesses","FID10053971","sewing recesses","FID10053972","sewing recesses","FID10053973",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE
"2779","Eturia1307","MID1237021977",1,2,3,7,0,21977,"CID1045035",2,"knife-cut recesses","FID10053979","knife-cut recesses","FID10053980",NA,NA,NA,NA,"CID1045034",3,"adhesive recesses","FID10053976","adhesive recesses","FID10053977","adhesive recesses","FID10053978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045036","CID1045037",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE
"2780","Eturia1314","MID1235021982",1,2,3,5,0,21982,"CID1045055",2,"sawn-in recesses","FID10054003","sawn-in recesses","FID10054004",NA,NA,NA,NA,"CID1045054",2,"sawn-in recesses","FID10054003","sawn-in recesses","FID10054004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045056",NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
"2781","Eturia1316","MID1230021983",1,2,3,0,0,21983,"CID1045058",2,"v-shaped recesses","FID10054005","v-shaped recesses","FID10054006",NA,NA,NA,NA,"CID1045057",6,"v-shaped recesses","FID10054005","v-shaped recesses","FID10054006","sewing recesses","FID10054007","sewing recesses","FID10054008","sewing recesses","FID10054009","sewing recesses","FID10054010",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE
"2782","Eturia1319","MID1209021986",1,2,0,9,0,21986,"CID1045067",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045068","CID1045069",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"2783","Eturia1320","MID1237021987",1,2,3,7,0,21987,"CID1045071",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045070",2,"adhesive recesses","FID10054018","adhesive recesses","FID10054019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045072","CID1045073",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"2784","Eturia1324","MID1234321990",1,2,3,4,3,21990,"CID1045083",2,"v-shaped recesses","FID10054030","v-shaped recesses","FID10054031",NA,NA,NA,NA,"CID1045082",6,"v-shaped recesses","FID10054030","v-shaped recesses","FID10054031","sewing recesses","FID10054032","sewing recesses","FID10054033","sewing recesses","FID10054034","sewing recesses","FID10054035",NA,NA,NA,NA,"CID1045084",NA,TRUE,FALSE,FALSE,FALSE,"CID1045085",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE
"2785","Eturia1326","MID1230021991",1,2,3,0,0,21991,"CID1045087",2,"knife-cut recesses","FID10054039","knife-cut recesses","FID10054040",NA,NA,NA,NA,"CID1045086",3,"adhesive recesses","FID10054036","adhesive recesses","FID10054037","adhesive recesses","FID10054038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE
"2786","Eturia1329","MID1239721994",1,2,3,9,7,21994,"CID1045097",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045096",2,"adhesive recesses","FID10054055","adhesive recesses","FID10054056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045098","CID1045099",TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"2787","Massila0015","MID1230022010",1,2,3,0,0,22010,"CID1045161",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045160",6,"sewing recesses","FID10054123","sewing recesses","FID10054124","sewing recesses","FID10054125","sewing recesses","FID10054126","sewing recesses","FID10054127","sewing recesses","FID10054128",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"2788","Massila0018","MID1234022012",1,2,3,4,0,22012,"CID1045167",4,"v-shaped recesses","FID10054135","v-shaped recesses","FID10054136","knife-cut recesses","FID10054137","knife-cut recesses","FID10054138","CID1045166",2,"v-shaped recesses","FID10054135","v-shaped recesses","FID10054136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045168",NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
"2789","Massila0024","MID1230022017",1,2,3,0,0,22017,"CID1045186",4,"sawn-in recesses","FID10054151","sawn-in recesses","FID10054152","knife-cut recesses","FID10054159","knife-cut recesses","FID10054160","CID1045185",8,"sawn-in recesses","FID10054151","sawn-in recesses","FID10054152","sewing recesses","FID10054153","sewing recesses","FID10054154","sewing recesses","FID10054155","sewing recesses","FID10054156","sewing recesses","FID10054157","sewing recesses","FID10054158",NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE
"2790","Massila0030","MID1230022022",1,2,3,0,0,22022,"CID1045204",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045203",3,"adhesive recesses","FID10054184","adhesive recesses","FID10054185","adhesive recesses","FID10054186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"2791","Massila0038","MID1239322028",1,2,3,9,3,22028,"CID1045226",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045225",6,"adhesive recesses","FID10054209","adhesive recesses","FID10054210","sewing recesses","FID10054211","sewing recesses","FID10054212","sewing recesses","FID10054213","sewing recesses","FID10054214",NA,NA,NA,NA,"CID1045227","CID1045228",TRUE,TRUE,FALSE,FALSE,"CID1045229","CID1045229","FID10054215",NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"2792","Massila0042","MID1230022030",1,2,3,0,0,22030,"CID1045235",2,"knife-cut recesses","FID10054221","knife-cut recesses","FID10054222",NA,NA,NA,NA,"CID1045234",2,"adhesive recesses","FID10054219","adhesive recesses","FID10054220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE
"2793","Massila0048","MID1206022034",1,2,0,6,0,22034,"CID1045248",2,"v-shaped recesses",NA,"v-shaped recesses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045249","CID1045250",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
"2794","Massila0049","MID1239422035",1,2,3,9,4,22035,"CID1045252",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045251",6,"adhesive recesses","FID10054235","adhesive recesses","FID10054236","sewing recesses","FID10054237","sewing recesses","FID10054238","sewing recesses","FID10054239","sewing recesses","FID10054240",NA,NA,NA,NA,"CID1045253","CID1045254",TRUE,FALSE,TRUE,FALSE,"CID1045255","CID1045255",NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"2795","Massila0050","MID1230022036",1,2,3,0,0,22036,"CID1045257",2,"sawn-in recesses","FID10054241","sawn-in recesses","FID10054242",NA,NA,NA,NA,"CID1045256",2,"sawn-in recesses","FID10054241","sawn-in recesses","FID10054242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
"2796","Massila0052","MID1234022037",1,2,3,4,0,22037,"CID1045259",2,"knife-cut recesses","FID10054247","knife-cut recesses","FID10054248",NA,NA,NA,NA,"CID1045258",4,"sewing recesses","FID10054243","sewing recesses","FID10054244","sewing recesses","FID10054245","sewing recesses","FID10054246",NA,NA,NA,NA,NA,NA,NA,NA,"CID1045260",NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE
"2797","Massila0053","MID1209022038",1,2,0,9,0,22038,"CID1045261",2,"knife-cut recesses","FID10054249","knife-cut recesses","FID10054250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045262","CID1045263",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE
"2798","Massila0058","MID1239922042",1,2,3,9,9,22042,"CID1045277",2,"v-shaped recesses","FID10054261","v-shaped recesses","FID10054262",NA,NA,NA,NA,"CID1045276",8,"v-shaped recesses","FID10054261","v-shaped recesses","FID10054262","sewing recesses","FID10054263","sewing recesses","FID10054264","sewing recesses","FID10054265","sewing recesses","FID10054266","sewing recesses","FID10054267","sewing recesses","FID10054268","CID1045278","CID1045279",TRUE,TRUE,TRUE,TRUE,"CID1045280","CID1045280","FID10054269","CID1045281","CID1045281","FID10054270",TRUE,FALSE,FALSE,TRUE,FALSE
"2799","Massila0060","MID1237022044",1,2,3,7,0,22044,"CID1045287",2,"knife-cut recesses","FID10054282","knife-cut recesses","FID10054283",NA,NA,NA,NA,"CID1045286",3,"adhesive recesses","FID10054279","adhesive recesses","FID10054280","adhesive recesses","FID10054281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045288","CID1045289",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE
"2800","Massila0064","MID1239922047",1,2,3,9,9,22047,"CID1045299",2,"v-shaped recesses","FID10054294","v-shaped recesses","FID10054295",NA,NA,NA,NA,"CID1045298",8,"v-shaped recesses","FID10054294","v-shaped recesses","FID10054295","sewing recesses","FID10054296","sewing recesses","FID10054297","sewing recesses","FID10054298","sewing recesses","FID10054299","sewing recesses","FID10054300","sewing recesses","FID10054301","CID1045300","CID1045301",TRUE,FALSE,TRUE,FALSE,"CID1045302","CID1045302",NA,"CID1045303","CID1045303",NA,TRUE,FALSE,FALSE,TRUE,FALSE
"2801","Massila0075","MID1239322055",1,2,3,9,3,22055,"CID1045333",4,"v-shaped recesses","FID10054329","v-shaped recesses","FID10054330","knife-cut recesses","FID10054333","knife-cut recesses","FID10054334","CID1045332",4,"v-shaped recesses","FID10054329","v-shaped recesses","FID10054330","adhesive recesses","FID10054331","adhesive recesses","FID10054332",NA,NA,NA,NA,NA,NA,NA,NA,"CID1045334","CID1045335",TRUE,FALSE,FALSE,FALSE,"CID1045336","CID1045336",NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE
"2802","Massila0080","MID1210022058",1,2,1,0,0,22058,"CID1045345",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"2803","Massila0085","MID1209022062",1,2,0,9,0,22062,"CID1045358",2,"knife-cut recesses","FID10054363","knife-cut recesses","FID10054364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045359","CID1045360",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE
"2804","Massila0086","MID1239322063",1,2,3,9,3,22063,"CID1045362",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045361",6,"adhesive recesses","FID10054365","adhesive recesses","FID10054366","sewing recesses","FID10054367","sewing recesses","FID10054368","sewing recesses","FID10054369","sewing recesses","FID10054370",NA,NA,NA,NA,"CID1045363","CID1045364",TRUE,FALSE,FALSE,FALSE,"CID1045365","CID1045365",NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE
"2805","Massila0091","MID1230022066",1,2,3,0,0,22066,"CID1045375",2,"knife-cut recesses","FID10054383","knife-cut recesses","FID10054384",NA,NA,NA,NA,"CID1045374",6,"adhesive recesses","FID10054377","adhesive recesses","FID10054378","sewing recesses","FID10054379","sewing recesses","FID10054380","sewing recesses","FID10054381","sewing recesses","FID10054382",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE
"2806","Massila0104","MID1230022076",1,2,3,0,0,22076,"CID1045413",4,"sawn-in recesses","FID10054427","sawn-in recesses","FID10054428","knife-cut recesses","FID10054433","knife-cut recesses","FID10054434","CID1045412",6,"sawn-in recesses","FID10054427","sawn-in recesses","FID10054428","sewing recesses","FID10054429","sewing recesses","FID10054430","sewing recesses","FID10054431","sewing recesses","FID10054432",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE
"2807","Massila0111","MID1230022080",1,2,3,0,0,22080,"CID1045427",2,"knife-cut recesses","FID10054459","knife-cut recesses","FID10054460",NA,NA,NA,NA,"CID1045426",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE
"2808","Massila0112","MID1230022081",1,2,3,0,0,22081,"CID1045429",2,"knife-cut recesses","FID10054465","knife-cut recesses","FID10054466",NA,NA,NA,NA,"CID1045428",4,"sewing recesses","FID10054461","sewing recesses","FID10054462","sewing recesses","FID10054463","sewing recesses","FID10054464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE
"2809","Massila0128","MID1230022094",1,2,3,0,0,22094,"CID1045479",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045478",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"2810","Massila0132","MID1239922097",1,2,3,9,9,22097,"CID1045489",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045488",4,"sewing recesses","FID10054525","sewing recesses","FID10054526","sewing recesses","FID10054527","sewing recesses","FID10054528",NA,NA,NA,NA,NA,NA,NA,NA,"CID1045490","CID1045491",TRUE,FALSE,TRUE,FALSE,"CID1045492","CID1045492",NA,"CID1045493","CID1045493",NA,TRUE,FALSE,FALSE,FALSE,FALSE
"2811","Massila0134","MID1230022098",1,2,3,0,0,22098,"CID1045495",4,"sawn-in recesses","FID10054529","sawn-in recesses","FID10054530","knife-cut recesses","FID10054531","knife-cut recesses","FID10054532","CID1045494",2,"sawn-in recesses","FID10054529","sawn-in recesses","FID10054530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE
"2812","Massila0137","MID1209022101",1,2,0,9,0,22101,"CID1045504",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045505","CID1045506",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"2813","Massila0141","MID1236022104",1,2,3,6,0,22104,"CID1045516",2,"knife-cut recesses","FID10054560","knife-cut recesses","FID10054561",NA,NA,NA,NA,"CID1045515",3,"adhesive recesses","FID10054557","adhesive recesses","FID10054558","adhesive recesses","FID10054559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045517","CID1045518",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE
"2814","Massila0150","MID1230022110",1,2,3,0,0,22110,"CID1045540",2,"sawn-in recesses","FID10054584","sawn-in recesses","FID10054585",NA,NA,NA,NA,"CID1045539",8,"sawn-in recesses","FID10054584","sawn-in recesses","FID10054585","sewing recesses","FID10054586","sewing recesses","FID10054587","sewing recesses","FID10054588","sewing recesses","FID10054589","sewing recesses","FID10054590","sewing recesses","FID10054591",NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE
"2815","Massila0151","MID1230022111",1,2,3,0,0,22111,"CID1045542",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045541",3,"adhesive recesses","FID10054592","adhesive recesses","FID10054593","adhesive recesses","FID10054594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"2816","Massila0152","MID1239322112",1,2,3,9,3,22112,"CID1045544",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045543",6,"sewing recesses","FID10054595","sewing recesses","FID10054596","sewing recesses","FID10054597","sewing recesses","FID10054598","sewing recesses","FID10054599","sewing recesses","FID10054600",NA,NA,NA,NA,"CID1045545","CID1045546",TRUE,FALSE,FALSE,FALSE,"CID1045547","CID1045547",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"2817","Massila0159","MID1230022117",1,2,3,0,0,22117,"CID1045565",2,"v-shaped recesses","FID10054614","v-shaped recesses","FID10054615",NA,NA,NA,NA,"CID1045564",2,"v-shaped recesses","FID10054614","v-shaped recesses","FID10054615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
"2818","Massila0168","MID1230022124",1,2,3,0,0,22124,"CID1045591",2,"v-shaped recesses","FID10054650","v-shaped recesses","FID10054651",NA,NA,NA,NA,"CID1045590",2,"v-shaped recesses","FID10054650","v-shaped recesses","FID10054651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
"2819","Massila0169","MID1232022125",1,2,3,2,0,22125,"CID1045593",2,"v-shaped recesses","FID10054652","v-shaped recesses","FID10054653",NA,NA,NA,NA,"CID1045592",2,"v-shaped recesses","FID10054652","v-shaped recesses","FID10054653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045594",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
"2820","Massila0174","MID1209022129",1,2,0,9,0,22129,"CID1045607",2,"v-shaped recesses",NA,"v-shaped recesses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045608","CID1045609",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
"2821","Massila0180","MID1230022133",1,2,3,0,0,22133,"CID1045623",2,"knife-cut recesses","FID10054685","knife-cut recesses","FID10054686",NA,NA,NA,NA,"CID1045622",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE
"2822","Massila0188","MID1230022139",1,2,3,0,0,22139,"CID1045645",4,"sawn-in recesses","FID10054700","sawn-in recesses","FID10054701","knife-cut recesses","FID10054702","knife-cut recesses","FID10054703","CID1045644",2,"sawn-in recesses","FID10054700","sawn-in recesses","FID10054701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE
"2823","Massila0196","MID1234022146",1,2,3,4,0,22146,"CID1045671",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045670",4,"sewing recesses","FID10054720","sewing recesses","FID10054721","sewing recesses","FID10054722","sewing recesses","FID10054723",NA,NA,NA,NA,NA,NA,NA,NA,"CID1045672",NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE
"2824","Massila0197","MID1230022147",1,2,3,0,0,22147,"CID1045674",4,"v-shaped recesses","FID10054724","v-shaped recesses","FID10054725","knife-cut recesses","FID10054732","knife-cut recesses","FID10054733","CID1045673",8,"v-shaped recesses","FID10054724","v-shaped recesses","FID10054725","sewing recesses","FID10054726","sewing recesses","FID10054727","sewing recesses","FID10054728","sewing recesses","FID10054729","sewing recesses","FID10054730","sewing recesses","FID10054731",NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE
"2825","Massila0198","MID1230022148",1,2,3,0,0,22148,"CID1045676",2,"knife-cut recesses","FID10054738","knife-cut recesses","FID10054739",NA,NA,NA,NA,"CID1045675",4,"sewing recesses","FID10054734","sewing recesses","FID10054735","sewing recesses","FID10054736","sewing recesses","FID10054737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE
"2826","Massila0210","MID1230022156",1,2,3,0,0,22156,"CID1045706",0,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045705",3,"adhesive recesses","FID10054776","adhesive recesses","FID10054777","adhesive recesses","FID10054778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
"2827","Massila0215","MID1236022159",1,2,3,6,0,22159,"CID1045716",2,"sawn-in recesses","FID10054785","sawn-in recesses","FID10054786",NA,NA,NA,NA,"CID1045715",2,"sawn-in recesses","FID10054785","sawn-in recesses","FID10054786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045717","CID1045718",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
"2828","Massila0218","MID1210022161",1,2,1,0,0,22161,"CID1045723",2,"sawn-in recesses",NA,"sawn-in recesses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
"2829","Massila0219","MID1229022162",1,2,2,9,0,22162,"CID1045725",4,"v-shaped recesses","FID10054793","v-shaped recesses","FID10054794","knife-cut recesses","FID10054801","knife-cut recesses","FID10054802","CID1045724",8,"v-shaped recesses","FID10054793","v-shaped recesses","FID10054794","sewing recesses","FID10054795","sewing recesses","FID10054796","sewing recesses","FID10054797","sewing recesses","FID10054798","sewing recesses","FID10054799","sewing recesses","FID10054800","CID1045726","CID1045727",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE
"2830","Massila0220","MID1206022163",1,2,0,6,0,22163,"CID1045728",4,"v-shaped recesses",NA,"v-shaped recesses",NA,"knife-cut recesses","FID10054803","knife-cut recesses","FID10054804",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CID1045729","CID1045730",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
